Ticker,1w,1m,3m,6m,1y,Price,Exchange
AIV,"Ticker
AIV   -0.520634
dtype: float64","Ticker
AIV   -1.109058
dtype: float64","Ticker
AIV    1.019643
dtype: float64","Ticker
AIV   -0.446591
dtype: float64",,"Ticker
AIV    9.05
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AIZ,"Ticker
AIZ    4.002329
dtype: float64","Ticker
AIZ   -3.549725
dtype: float64","Ticker
AIZ   -7.896172
dtype: float64","Ticker
AIZ    7.818993
dtype: float64",,"Ticker
AIZ    207.889999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AIZN,"Ticker
AIZN    1.032643
dtype: float64","Ticker
AIZN   -3.530536
dtype: float64","Ticker
AIZN   -5.748911
dtype: float64","Ticker
AIZN   -8.733918
dtype: float64",,"Ticker
AIZN    20.18
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AJG,"Ticker
AJG    2.16969
dtype: float64","Ticker
AJG    13.098887
dtype: float64","Ticker
AJG    9.431396
dtype: float64","Ticker
AJG    15.563164
dtype: float64",,"Ticker
AJG    337.73999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AKA,"Ticker
AKA   -14.231354
dtype: float64","Ticker
AKA   -8.522729
dtype: float64","Ticker
AKA   -27.952693
dtype: float64","Ticker
AKA   -34.619288
dtype: float64",,"Ticker
AKA    14.27
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
B,"Ticker
B    0.359432
dtype: float64","Ticker
B    0.707211
dtype: float64","Ticker
B    1.87437
dtype: float64","Ticker
B    10.963918
dtype: float64",,"Ticker
B    47.48
Name: 2025-01-24 00:00:00, dtype: float64",NYSE
AKR,"Ticker
AKR   -0.1877
dtype: float64","Ticker
AKR   -1.622316
dtype: float64","Ticker
AKR   -8.811503
dtype: float64","Ticker
AKR    2.673396
dtype: float64",,"Ticker
AKR    23.059999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AL,"Ticker
AL   -3.876283
dtype: float64","Ticker
AL    4.005794
dtype: float64","Ticker
AL   -5.910878
dtype: float64","Ticker
AL    4.543467
dtype: float64",,"Ticker
AL    47.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALB,"Ticker
ALB   -5.598674
dtype: float64","Ticker
ALB   -10.51119
dtype: float64","Ticker
ALB   -28.658277
dtype: float64","Ticker
ALB   -12.998289
dtype: float64",,"Ticker
ALB    77.029999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALB,"Ticker
ALB   -5.598674
dtype: float64","Ticker
ALB   -10.51119
dtype: float64","Ticker
ALB   -28.658277
dtype: float64","Ticker
ALB   -12.998289
dtype: float64",,"Ticker
ALB    77.029999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALC,"Ticker
ALC    3.09531
dtype: float64","Ticker
ALC    1.383263
dtype: float64","Ticker
ALC    7.77946
dtype: float64","Ticker
ALC   -3.330431
dtype: float64",,"Ticker
ALC    92.5
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALE,"Ticker
ALE    0.218952
dtype: float64","Ticker
ALE    0.218952
dtype: float64","Ticker
ALE    1.307392
dtype: float64","Ticker
ALE    3.736889
dtype: float64",,"Ticker
ALE    65.690002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALEX,"Ticker
ALEX    2.593225
dtype: float64","Ticker
ALEX    1.327353
dtype: float64","Ticker
ALEX   -6.760709
dtype: float64","Ticker
ALEX   -7.571621
dtype: float64",,"Ticker
ALEX    18.110001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALG,"Ticker
ALG   -3.867013
dtype: float64","Ticker
ALG   -4.12108
dtype: float64","Ticker
ALG   -8.85826
dtype: float64","Ticker
ALG   -1.323714
dtype: float64",,"Ticker
ALG    174.979996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALIT,"Ticker
ALIT    0.440529
dtype: float64","Ticker
ALIT   -1.912046
dtype: float64","Ticker
ALIT   -14.321504
dtype: float64","Ticker
ALIT   -6.429548
dtype: float64",,"Ticker
ALIT    6.83
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALK,"Ticker
ALK   -2.984603
dtype: float64","Ticker
ALK    0.672678
dtype: float64","Ticker
ALK    36.260753
dtype: float64","Ticker
ALK    101.826189
dtype: float64",,"Ticker
ALK    72.279999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALL,"Ticker
ALL    2.859964
dtype: float64","Ticker
ALL    1.335741
dtype: float64","Ticker
ALL   -4.377084
dtype: float64","Ticker
ALL    6.177788
dtype: float64",,"Ticker
ALL    199.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALL,"Ticker
ALL    2.859964
dtype: float64","Ticker
ALL    1.335741
dtype: float64","Ticker
ALL   -4.377084
dtype: float64","Ticker
ALL    6.177788
dtype: float64",,"Ticker
ALL    199.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
B,"Ticker
B    0.359432
dtype: float64","Ticker
B    0.707211
dtype: float64","Ticker
B    1.87437
dtype: float64","Ticker
B    10.963918
dtype: float64",,"Ticker
B    47.48
Name: 2025-01-24 00:00:00, dtype: float64",NYSE
ALL,"Ticker
ALL    2.859964
dtype: float64","Ticker
ALL    1.335741
dtype: float64","Ticker
ALL   -4.377084
dtype: float64","Ticker
ALL    6.177788
dtype: float64",,"Ticker
ALL    199.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
H,"Ticker
H   -2.937572
dtype: float64","Ticker
H   -10.927291
dtype: float64","Ticker
H   -11.127098
dtype: float64","Ticker
H   -5.488913
dtype: float64",,"Ticker
H    140.949997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALL,"Ticker
ALL    2.859964
dtype: float64","Ticker
ALL    1.335741
dtype: float64","Ticker
ALL   -4.377084
dtype: float64","Ticker
ALL    6.177788
dtype: float64",,"Ticker
ALL    199.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALL,"Ticker
ALL    2.859964
dtype: float64","Ticker
ALL    1.335741
dtype: float64","Ticker
ALL   -4.377084
dtype: float64","Ticker
ALL    6.177788
dtype: float64",,"Ticker
ALL    199.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
J,"Ticker
J   -2.192046
dtype: float64","Ticker
J   -7.539064
dtype: float64","Ticker
J   -7.532334
dtype: float64","Ticker
J    1.58052
dtype: float64",,"Ticker
J    128.110001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALLE,"Ticker
ALLE    1.226204
dtype: float64","Ticker
ALLE   -3.283911
dtype: float64","Ticker
ALLE   -9.387487
dtype: float64","Ticker
ALLE   -6.409013
dtype: float64",,"Ticker
ALLE    128.710007
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALLY,"Ticker
ALLY   -4.164143
dtype: float64","Ticker
ALLY   -5.546078
dtype: float64","Ticker
ALLY   -2.91177
dtype: float64","Ticker
ALLY   -14.444707
dtype: float64",,"Ticker
ALLY    37.099998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALSN,"Ticker
ALSN   -1.352629
dtype: float64","Ticker
ALSN   -12.815785
dtype: float64","Ticker
ALSN   -15.211789
dtype: float64","Ticker
ALSN    12.058943
dtype: float64",,"Ticker
ALSN    101.75
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALTG,"Ticker
ALTG   -19.182084
dtype: float64","Ticker
ALTG   -21.214997
dtype: float64","Ticker
ALTG   -29.481734
dtype: float64","Ticker
ALTG   -18.826406
dtype: float64",,"Ticker
ALTG    5.48
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALTG,"Ticker
ALTG   -19.182084
dtype: float64","Ticker
ALTG   -21.214997
dtype: float64","Ticker
ALTG   -29.481734
dtype: float64","Ticker
ALTG   -18.826406
dtype: float64",,"Ticker
ALTG    5.48
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALTM,"Ticker
ALTM    0.057174
dtype: float64","Ticker
ALTM    1.744187
dtype: float64","Ticker
ALTM    10.132156
dtype: float64","Ticker
ALTM    112.121212
dtype: float64",,"Ticker
ALTM    5.84
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALUR,"Ticker
ALUR   -9.95475
dtype: float64","Ticker
ALUR   -44.783572
dtype: float64","Ticker
ALUR   -70.885149
dtype: float64","Ticker
ALUR   -79.704233
dtype: float64",,"Ticker
ALUR    3.18
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALV,"Ticker
ALV   -1.036971
dtype: float64","Ticker
ALV   -3.559988
dtype: float64","Ticker
ALV   -2.088783
dtype: float64","Ticker
ALV   -4.233618
dtype: float64",,"Ticker
ALV    97.349998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ALX,"Ticker
ALX    5.308403
dtype: float64","Ticker
ALX    12.713853
dtype: float64","Ticker
ALX   -3.137354
dtype: float64","Ticker
ALX   -8.615921
dtype: float64",,"Ticker
ALX    214.339996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AM,"Ticker
AM   -0.201654
dtype: float64","Ticker
AM    5.052004
dtype: float64","Ticker
AM    4.785093
dtype: float64","Ticker
AM    12.095128
dtype: float64",,"Ticker
AM    16.950001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMBC,"Ticker
AMBC   -8.179191
dtype: float64","Ticker
AMBC   -7.672189
dtype: float64","Ticker
AMBC   -15.684715
dtype: float64","Ticker
AMBC   -7.322054
dtype: float64",,"Ticker
AMBC    9.71
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMBP,"Ticker
AMBP    10.098521
dtype: float64","Ticker
AMBP    6.937801
dtype: float64","Ticker
AMBP   -19.820628
dtype: float64","Ticker
AMBP   -16.213681
dtype: float64",,"Ticker
AMBP    2.87
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMC,"Ticker
AMC   -6.768351
dtype: float64","Ticker
AMC    0.204918
dtype: float64","Ticker
AMC   -29.640288
dtype: float64","Ticker
AMC   -35.188868
dtype: float64",,"Ticker
AMC    3.3
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMCR,"Ticker
AMCR   -1.848248
dtype: float64","Ticker
AMCR    2.784379
dtype: float64","Ticker
AMCR   -3.721371
dtype: float64","Ticker
AMCR   -9.452587
dtype: float64",,"Ticker
AMCR    10.12
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AME,"Ticker
AME    0.17381
dtype: float64","Ticker
AME    2.625554
dtype: float64","Ticker
AME   -4.311659
dtype: float64","Ticker
AME    12.134447
dtype: float64",,"Ticker
AME    189.300003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMG,"Ticker
AMG    0.301678
dtype: float64","Ticker
AMG   -10.212309
dtype: float64","Ticker
AMG   -10.296779
dtype: float64","Ticker
AMG   -2.886295
dtype: float64",,"Ticker
AMG    170.850006
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMH,"Ticker
AMH    1.978145
dtype: float64","Ticker
AMH    3.707247
dtype: float64","Ticker
AMH   -4.482091
dtype: float64","Ticker
AMH   -6.680462
dtype: float64",,"Ticker
AMH    37.009998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMH,"Ticker
AMH    1.978145
dtype: float64","Ticker
AMH    3.707247
dtype: float64","Ticker
AMH   -4.482091
dtype: float64","Ticker
AMH   -6.680462
dtype: float64",,"Ticker
AMH    37.009998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
G,"Ticker
G   -2.391048
dtype: float64","Ticker
G    12.178583
dtype: float64","Ticker
G    14.533001
dtype: float64","Ticker
G    34.942218
dtype: float64",,"Ticker
G    53.220001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMH,"Ticker
AMH    1.978145
dtype: float64","Ticker
AMH    3.707247
dtype: float64","Ticker
AMH   -4.482091
dtype: float64","Ticker
AMH   -6.680462
dtype: float64",,"Ticker
AMH    37.009998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
H,"Ticker
H   -2.937572
dtype: float64","Ticker
H   -10.927291
dtype: float64","Ticker
H   -11.127098
dtype: float64","Ticker
H   -5.488913
dtype: float64",,"Ticker
H    140.949997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMN,"Ticker
AMN    0.763653
dtype: float64","Ticker
AMN   -5.28045
dtype: float64","Ticker
AMN   -1.080054
dtype: float64","Ticker
AMN   -50.954452
dtype: float64",,"Ticker
AMN    25.32
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMP,"Ticker
AMP   -1.992065
dtype: float64","Ticker
AMP   -7.007347
dtype: float64","Ticker
AMP   -7.232161
dtype: float64","Ticker
AMP    20.315058
dtype: float64",,"Ticker
AMP    537.299988
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMPS,"Ticker
AMPS    0.203388
dtype: float64","Ticker
AMPS    29.649122
dtype: float64","Ticker
AMPS    18.145479
dtype: float64","Ticker
AMPS    61.530054
dtype: float64",,"Ticker
AMPS    4.93
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMPX,"Ticker
AMPX   -18.801653
dtype: float64","Ticker
AMPX   -17.436976
dtype: float64","Ticker
AMPX    31.879192
dtype: float64","Ticker
AMPX    129.824561
dtype: float64",,"Ticker
AMPX    2.55
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMPY,"Ticker
AMPY   -6.602562
dtype: float64","Ticker
AMPY   -10.393604
dtype: float64","Ticker
AMPY   -28.718197
dtype: float64","Ticker
AMPY   -31.596244
dtype: float64",,"Ticker
AMPY    4.85
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMR,"Ticker
AMR   -8.795306
dtype: float64","Ticker
AMR   -22.506452
dtype: float64","Ticker
AMR   -41.639071
dtype: float64","Ticker
AMR   -36.148554
dtype: float64",,"Ticker
AMR    137.520004
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMRC,"Ticker
AMRC   -15.596653
dtype: float64","Ticker
AMRC   -26.14868
dtype: float64","Ticker
AMRC   -39.297366
dtype: float64","Ticker
AMRC   -45.877616
dtype: float64",,"Ticker
AMRC    11.8
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMT,"Ticker
AMT    6.607973
dtype: float64","Ticker
AMT    8.482048
dtype: float64","Ticker
AMT   -0.707698
dtype: float64","Ticker
AMT   -10.044661
dtype: float64",,"Ticker
AMT    205.619995
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMTB,"Ticker
AMTB   -2.882012
dtype: float64","Ticker
AMTB   -2.590157
dtype: float64","Ticker
AMTB   -10.622377
dtype: float64","Ticker
AMTB    4.13033
dtype: float64",,"Ticker
AMTB    22.959999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMTD,"Ticker
AMTD   -5.555558
dtype: float64","Ticker
AMTD   -1.923075
dtype: float64","Ticker
AMTD   -17.741938
dtype: float64","Ticker
AMTD   -19.047623
dtype: float64",,"Ticker
AMTD    1.03
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMTM,"Ticker
AMTM   -5.066967
dtype: float64","Ticker
AMTM   -3.478262
dtype: float64","Ticker
AMTM   -20.5
dtype: float64",,,"Ticker
AMTM    19.639999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMWL,"Ticker
AMWL   -17.029483
dtype: float64","Ticker
AMWL   -6.895481
dtype: float64","Ticker
AMWL    18.450037
dtype: float64","Ticker
AMWL    15.099387
dtype: float64",,"Ticker
AMWL    9.96
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AMX,"Ticker
AMX   -1.772324
dtype: float64","Ticker
AMX    1.645894
dtype: float64","Ticker
AMX   -3.95468
dtype: float64","Ticker
AMX   -15.763838
dtype: float64",,"Ticker
AMX    14.23
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AN,"Ticker
AN   -2.610499
dtype: float64","Ticker
AN   -2.747585
dtype: float64","Ticker
AN    4.541358
dtype: float64","Ticker
AN    0.656535
dtype: float64",,"Ticker
AN    182.369995
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ANET,"Ticker
ANET   -8.055756
dtype: float64","Ticker
ANET   -10.702936
dtype: float64","Ticker
ANET   -7.197174
dtype: float64","Ticker
ANET    7.514539
dtype: float64",,"Ticker
ANET    93.050003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ANF,"Ticker
ANF    0.038913
dtype: float64","Ticker
ANF   -15.009506
dtype: float64","Ticker
ANF   -31.149848
dtype: float64","Ticker
ANF   -38.491448
dtype: float64",,"Ticker
ANF    102.989998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ANG,,,,,,"Ticker
ANG    0.00001
Name: 2025-01-14 00:00:00, dtype: float64",NYSE
B,"Ticker
B    0.359432
dtype: float64","Ticker
B    0.707211
dtype: float64","Ticker
B    1.87437
dtype: float64","Ticker
B    10.963918
dtype: float64",,"Ticker
B    47.48
Name: 2025-01-24 00:00:00, dtype: float64",NYSE
ANG,,,,,,"Ticker
ANG    0.00001
Name: 2025-01-14 00:00:00, dtype: float64",NYSE
D,"Ticker
D    0.466297
dtype: float64","Ticker
D    2.449741
dtype: float64","Ticker
D   -2.759368
dtype: float64","Ticker
D    0.704058
dtype: float64",,"Ticker
D    56.619999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ANRO,"Ticker
ANRO   -10.410095
dtype: float64","Ticker
ANRO   -33.437501
dtype: float64","Ticker
ANRO   -33.541343
dtype: float64","Ticker
ANRO   -75.566389
dtype: float64",,"Ticker
ANRO    2.8
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
ANVS,"Ticker
ANVS   -19.640181
dtype: float64","Ticker
ANVS   -63.262509
dtype: float64","Ticker
ANVS   -73.866407
dtype: float64","Ticker
ANVS   -81.186381
dtype: float64",,"Ticker
ANVS    1.83
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AOD,"Ticker
AOD   -1.590909
dtype: float64","Ticker
AOD    0.464037
dtype: float64","Ticker
AOD   -0.574055
dtype: float64","Ticker
AOD   -1.888218
dtype: float64",,"Ticker
AOD    8.75
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AOMN,"Ticker
AOMN    0.485994
dtype: float64","Ticker
AOMN    0.920334
dtype: float64","Ticker
AOMN    0.813072
dtype: float64","Ticker
AOMN    3.086539
dtype: float64",,"Ticker
AOMN    25.337999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AOMR,"Ticker
AOMR   -2.423051
dtype: float64","Ticker
AOMR   -1.55269
dtype: float64","Ticker
AOMR    4.341739
dtype: float64","Ticker
AOMR   -11.703703
dtype: float64",,"Ticker
AOMR    9.97
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AON,"Ticker
AON    2.959661
dtype: float64","Ticker
AON    8.728993
dtype: float64","Ticker
AON    4.643737
dtype: float64","Ticker
AON    19.46571
dtype: float64",,"Ticker
AON    409.119995
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AORT,"Ticker
AORT   -11.857936
dtype: float64","Ticker
AORT   -17.987082
dtype: float64","Ticker
AORT   -10.057845
dtype: float64","Ticker
AORT   -3.849065
dtype: float64",,"Ticker
AORT    25.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AOS,"Ticker
AOS   -0.774494
dtype: float64","Ticker
AOS   -5.671668
dtype: float64","Ticker
AOS   -10.485032
dtype: float64","Ticker
AOS   -19.492416
dtype: float64",,"Ticker
AOS    66.480003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AP,"Ticker
AP    1.315788
dtype: float64","Ticker
AP   -16.531169
dtype: float64","Ticker
AP    14.92537
dtype: float64","Ticker
AP    2.325579
dtype: float64",,"Ticker
AP    2.08
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APAM,"Ticker
APAM   -3.681027
dtype: float64","Ticker
APAM   -5.361303
dtype: float64","Ticker
APAM   -12.047518
dtype: float64","Ticker
APAM    0.023844
dtype: float64",,"Ticker
APAM    42.220001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APD,"Ticker
APD    0.126432
dtype: float64","Ticker
APD   -3.926885
dtype: float64","Ticker
APD   -5.254955
dtype: float64","Ticker
APD    13.198324
dtype: float64",,"Ticker
APD    316.149994
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APG,"Ticker
APG   -2.536351
dtype: float64","Ticker
APG    5.73631
dtype: float64","Ticker
APG    5.086409
dtype: float64","Ticker
APG    10.303885
dtype: float64",,"Ticker
APG    39.27
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APH,"Ticker
APH   -4.096538
dtype: float64","Ticker
APH   -3.485031
dtype: float64","Ticker
APH   -10.20288
dtype: float64","Ticker
APH   -1.117039
dtype: float64",,"Ticker
APH    66.599998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APLE,"Ticker
APLE   -3.414847
dtype: float64","Ticker
APLE   -6.083974
dtype: float64","Ticker
APLE   -8.988995
dtype: float64","Ticker
APLE    1.434523
dtype: float64",,"Ticker
APLE    14.81
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APO,"Ticker
APO   -4.972092
dtype: float64","Ticker
APO   -12.470699
dtype: float64","Ticker
APO   -12.403406
dtype: float64","Ticker
APO    31.865391
dtype: float64",,"Ticker
APO    149.270004
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APO,"Ticker
APO   -4.972092
dtype: float64","Ticker
APO   -12.470699
dtype: float64","Ticker
APO   -12.403406
dtype: float64","Ticker
APO    31.865391
dtype: float64",,"Ticker
APO    149.270004
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APOS,"Ticker
APOS    0.508811
dtype: float64","Ticker
APOS    0.235147
dtype: float64","Ticker
APOS   -0.869034
dtype: float64","Ticker
APOS    0.533764
dtype: float64",,"Ticker
APOS    26.57
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
APTV,"Ticker
APTV   -2.139731
dtype: float64","Ticker
APTV    3.696286
dtype: float64","Ticker
APTV    19.281859
dtype: float64","Ticker
APTV   -8.619486
dtype: float64",,"Ticker
APTV    65.120003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AQN,"Ticker
AQN   -2.951037
dtype: float64","Ticker
AQN    8.960848
dtype: float64","Ticker
AQN    0.695897
dtype: float64","Ticker
AQN   -10.346962
dtype: float64",,"Ticker
AQN    4.78
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
AQNB,"Ticker
AQNB    1.019944
dtype: float64","Ticker
AQNB    1.551683
dtype: float64","Ticker
AQNB    0.647247
dtype: float64","Ticker
AQNB    1.826993
dtype: float64",,"Ticker
AQNB    25.85
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
